@relation _Users_mani_Courses_CS6604DigitalLibraries_Project_codeBase_mani_filesLargeDataSet

@attribute text string
@attribute @@class@@ {'Access control',Authorization,'Block and stream ciphers','Browser security','Cryptanalysis and other attacks','Data anonymization and sanitization','Database activity monitoring','Denial-of-service attacks','Digital rights management','Digital signatures','Distributed systems security','Domain-specific security and privacy architectures','Economics of security and privacy','Embedded systems security','File system security','Formal security models','Hardware reverse engineering','Hardware-based security protocols','Hash functions and message authentication codes','Information accountability and usage control','Information flow control','Information-theoretic techniques','Intrusion detection systems','Key management','Logic and verification','Malicious design modifications','Malware and its mitigation','Management and querying of encrypted data','Mathematical foundations of cryptography','Mobile and wireless security','Mobile platform security','Multi-factor authentication','Penetration testing','Privacy protections','Privacy-preserving protocols','Pseudonymity, anonymity and untraceability','Public key encryption','Security protocols','Security requirements','Side-channel analysis and countermeasures','Social aspects of security and privacy','Social network security and privacy','Software reverse engineering','Software security engineering','Spoofing attacks','Tamper-proof and tamper-resistant designs','Trust frameworks','Trusted computing','Usability in security and privacy','Virtualization and security','Vulnerability scanners','Web application security','Web protocol security'}

@data
'nowadays, security solutions are mainly focused on providing security defences, instead of solving one of the main reasons for security problems that refers to an appropriate information systems (is) design. in fact, requirements engineering often neglects enough attention to security concerns. in this paper it will be presented a case study of our proposal, called srep (security requirements engineering process), which is a standard-centred process and a reuse-based approach which deals with the security requirements at the earlier stages of software development in a systematic and intuitive way by providing a security resources repository and by integrating the common criteria into the software development lifecycle. in brief, a case study is shown in this paper demonstrating how the security requirements for a security critical is can be obtained in a guided and systematic way by applying srep.applying a security requirements engineering process','Software security engineering'
'the general systems of today are composed of a number of components such as servers and clients, protocols, services, and so on. systems connected to network have become more complex and wide, but the researches for the systems are focused on the &#39;performance&#39; or &#39;efficiency&#39;. while most of the attention in system security has been focused on encryption technology and protocols for securing the data transaction, it is critical to note that a weakness (or security hole) in any one of the components may comprise whole system. security engineering is needed for reducing security holes may be included in the software. therefore, more security-related researches are needed to reduce security weakness may be included in the software. this paper introduces some methods for reducing the threat to the system by applying security engineering, and proposes a method for building security countermeasure.applying security engineering to build security countermeasures','Software security engineering'
'developing security-critical software correctly and securely is difficult. to address this problem, there has been a significant amount of work over the last 10 years on providing model-based development approaches based on the unified modeling language which aim to raise the trustworthiness of security-critical systems, some of them including tools allowing the user to check whether a uml model satisfies the relevant security requirements. however, when the requirements are not satisfied by a given model, it can be challenging for the user to determine which changes to do to the model so that it will indeed satisfy the security requirements. also, the fact that software continues to evolve on an ongoing basis, even after the implementation has been shipped to the customer, increases the challenge since in principle, the software has to be re-verified after each modification, requiring significant efforts. we present work on automated tool-support that exploits recent work on secure software evolution in the secure change project in order to support the security hardening of evolving uml models (within the context of the uml security extension umlsec).automated security hardening for evolving uml models','Software security engineering'
'most kinds of security vulnerabilities in web applications can be fixed by adding appropriate sanitization methods. finding the correct place for the sanitizers can be difficult due to complicated data and control flow. fixing sql injection vulnerabilities may require more complex transformations, such as replacing uses of statement by preparedstatement, which could include some code motion. we have developed algorithms to place sanitizers correctly, as well as to transform statement to preparedstatement. these have been implemented as \"quick fixes\" in an eclipse plugin that works together with a commercial tool that discovers security vulnerabilities in web applications.automatically fixing security vulnerabilities in java code','Software security engineering'
'in earlier work [1] we had looked at implementing the microsoft stride methodology in the context of evaluating security properties of fmc/tam architectural diagrams. however, a major drawback of this approach is that it requires significant manual work to assess all reported potential threats, as well as identify concrete follow-ups. equally, it is not possible to analyse an architecture from the perspective of the primary assets that require protection. this led us to two questions: a) whether using interaction information in architecture diagrams, supported by additional security semantics, can reduce the scope of analysis as well as partly automate it; b) whether using asset-centric and attacker-centric perspectives can complement the software-centric perspective of stride and thus add value to the current threat model.automating architectural security analysis','Software security engineering'
'beyond re-engineering','Software security engineering'
'a software component should be trustworthy and behave in a secure manner as it will be reused many times. despite extensive efforts, usually, it cannot be guaranteed that a developed software component is completely secure. hence, its execution in the real-world needs to be monitored against its security specifications. each time components are used to develop a component-based software (cbs), a new monitor has to be designed to observe the behavior of the cbs. this results in recurring costs as such monitors cannot be reused for other cbs. moreover, development life cycle artifacts are usually not available when a pre-fabricated component is used to build a cbs. given that, it is imperative that a specification-based security monitor is developed along with the monitored component (when all development artifacts are available) and is embedded in the component to increase the component\'s trustworthiness. in this paper, we identify the types of constraints that may be imposed by security specifications. these constraints should be taken into account while developing the software components and should also be monitored. furthermore, we propose a design approach to develop components with built in monitors that are able to observe these security constraints. components developed following this approach would be self-monitoring, promote greater reusability, and be more trustworthy. we evaluate our approach by analyzing the performance and design complexity of different versions of cbs. these versions are developed by following the traditional and proposed approaches for monitoring security aspects of cbs.building components with embedded security monitors','Software security engineering'
'traditionally, security requirements have been derived in an ad hoc manner. recently, commercial software development organizations have been looking for ways to produce effective security requirements.in this paper, we show how to build security requirements in a structured manner that is conducive to iterative refinement and, if followed properly, metrics for evaluation. while requirements specification cannot be a complete science, we provide a framework that is an obvious improvement over traditional methods that do not consider security at all.we provide an example using a simple three-tiered architecture. the methodology we document is a subset of clasp, a set of process pieces for application security that we have recently published, in conjunction with ibm/rational.building security requirements with clasp','Software security engineering'
'c2 security','Software security engineering'
'we propose a capabilities-based approach for building long-lived, complex systems that have lengthy development cycles. user needs and technology evolve during these extended development periods, and thereby, inhibit a fixed requirements-oriented solution specification. in effect, for complex emergent systems, the traditional approach of baselining requirements results in an unsatisfactory system. therefore, we present an alternative approach, capabilities engineering, which mathematically exploits the structural semantics of the function decomposition graph -- a representation of user needs -- to formulate capabilities. for any given software system, the set of derived capabilities embodies change-tolerant characteristics. more specifically, each individual capability is a functional abstraction constructed to be highly cohesive and to be minimally coupled with its neighbors. moreover, the capability set is chosen to accommodate an incremental development approach, and to reflect the constraints of technology feasibility and implementation schedules. we discuss our validation activities to empirically prove that the capabilities-based approach results in change-tolerant systems.capabilities engineering','Software security engineering'
' in a dynamic environment where context changes frequently, users&#8217; privacy requirements can also change. to satisfy such changing requirements, there is a need for continuous analysis to discover new threats and possible mitigation actions. a frequently changing context can also blur the boundary between public and personal space, making it difficult for users to discover and mitigate emerging privacy threats. this challenge necessitates some degree of self-adaptive privacy management in software applications.   this paper presents caprice - a tool for enabling software engineers to design systems that discover and mitigate context-sensitive privacy threats. the tool uses privacy policies, and associated domain and software behavioural models, to reason over the contexts that threaten privacy. based on the severity of a discovered threat, adaptation actions are then suggested to the designer. we present the caprice architecture and demonstrate, through an example, that the tool can enable designers to focus on specific privacy threats that arise from changing context and the plausible category of adaptation action, such as ignoring, preventing, reacting, and terminating interactions that threaten privacy. caprice: a tool for engineering adaptive privacy','Software security engineering'
'developing and integrating automotive embedded software is a complex undertaking. the software is large. it is developed by many contributors. it is distributed over many control units connected by a variety of in-vehicle buses. often much of the equipment or functions in a car are optional and regulatory requirements also vary between markets, leading to large combinatorial variations of software features. targets running the software have to be cheap. errors can be extremely expensive. new software and system features are demanded by the market and also by governmental regulations. model-based design (mbd) of functional behaviour has been a big help in the recent past on the one hand, and on the other hand has by itself created new complexity by allowing relatively quick development of ever more features, especially when combined with autocoding. all this creates new challenges that did not exist a few years ago when feature development was slow. major new challenges now are to tame all the complexity, get a system view on top of the individual functions, and to leverage executable system models to put more comprehensive testing into early phases of a development. tools are required which really help those engineers and software developers. their needs may not ask for a lot of computer science glamour. they can be quite basic and sophisticated concepts from computer science may find it difficult to find acceptance outside some niches. this presentation will outline the achievements, the current challenges and will point to upcoming tools and approaches that help meeting those challenges.challenges in automotive software engineering','Software security engineering'
'requirements engineering is likely to be a major issue in this decade. the author examines two widely held beliefs: requirements describe a system\'s \"what\", not its \"how\". requirements must be represented as abstractions.challenging universal truths of requirements engineering','Software security engineering'
'during development of complex products, such as automotive software, models -- formal and informal -- are used throughout the development process by different roles and for different purposes -- as requirement, as implementation or as documentation. this paper reports results from a case-study of the development of embedded software at a swedish vehicle manufacturer. we investigated use of models from high-level product planning to low-level requirements specifications for software components. furthermore, we investigated the distribution of effort among the models, requirements and other artefacts. the goal was to explore the spectrum of modelling techniques, methods and languages used and to establish a baseline for comparison with the state-of-the-art and other companies. the results show that there exist at least 8 different modelling notations. moreover, we found that the majority of effort was spent on behaviour models, while static models -- such as high-level design and requirements -- were considered most important.characterizing model usage in embedded software engineering','Software security engineering'
'checking user security','Software security engineering'
'classification of research efforts in requirements engineering','Software security engineering'
'client sponsored projects in software engineering courses','Software security engineering'
'can the cloud truly be secured? can enterprises, universities, small businesses and governments securely utilize the cloud for their critical infrastructure? it will take rethinking our current security policies and what we consider secure. this session will cover what is necessary to utilize the cloud securely today and how the cloud should adapt for the future.cloud security','Software security engineering'
'our technological society has become more and more dependent on software that is used to automate everyday processes. this dependence increasingly exposes us to security threats that originate from malicious software (malware) such as computer viruses and worms and software vulnerability exploits such as remote execution of code or denial of service attacks. moreover, this exposure is not limited to computer systems but is spreading to common appliances such as mobile phones, pdas and consumer electronics such as media centers, personal video recorders, etc. since a growing number of these products are made extensible and adaptable by means of embedded software.code based software security assessments','Software security engineering'
'communicating in software engineering environments','Software security engineering'
'an agile software development team relies on communication and collaboration to perform requirements engineering activities, rather than on dedicated analysis tools or documentation. evidence from practice indicates that two simple physical artefacts (story cards and the wall), used in a particular and disciplined manner, and supported by appropriate social activity, are key to the success of co-located agile teams. however, little is known about this social activity or how communication and collaboration supports requirements activities in this setting. this paper reports an empirical study of a commercial agile team to investigate this issue. using a combination of qualitative data collection and cognitive analysis techniques, we found evidence of gathering, evolving and clarifying requirements that are managed through patterns of communication. these patterns suggest that a form of situated conceptualization, which we have termed \'shared conceptualization\', underpins the team\'s requirements engineering activities.communication patterns of agile requirements engineering','Software security engineering'
'although attractive, cbd has not been widely adopted in domains of embedded systems. the main reason is inability of these technologies to cope with the important concerns of embedded systems, such as resource constraints, real-time or dependability requirements. however an increasing understanding of principles of cbd makes it possible to utilize these principles in implementation of different component-based models more appropriate for embedded systems. the aim of this tutorial is to point to the opportunity of applying this approach for development and maintenance of embedded systems. the tutorial gives insights into basic principles of cbd, the main concerns and characteristics of embedded systems and possible directions of adaptation of component-based approach for these systems. different types of embedded systems and approaches for applying cbd are presented and illustrated by examples from research and practices. also, challenges and research directions of cbd for embedded systems are discussed.component-based software engineering for embedded systems','Software security engineering'
'what\'s the difference between computer science and software engineering? the serendipity principle gives us the answer.computer science vs. software engineering','Software security engineering'
'computer security revisited','Software security engineering'
'sometime in the future, requirements engineers (also known as systems analysts) will replace their present manual methods by a computer aided method (a requirements engineering system) just as programmers have replaced manual by on-line programming. the requirements engineering system will be part of the (logically) integrated decision support system of the systems department. this paper briefly describes the need for formal recorded requirements and analyzes the reasons why organizations do not record and maintain requirements. the future requirement engineering system is described and two issues concerned with its usability are discussed. the first is concerned with the language or representation method and the second with the facilities that will aid the analyst. the final section summarizes the current situation and outlines some reasons for believing that such a requirements engineering system is technically feasible and can be cost effective.computer-aided requirements engineering','Software security engineering'
'organizations are subject to constant evolution and must systematically analyze and design the impact of change to implement it consistently across all organizational domains. a thorough understanding of all relevant business-related artifacts as well as their relationships is a prerequisite to achieve this. for many organizations, business architecture management is a means to ensure the correct and up-to-date documentation of these artifacts. one challenge of business architecture management is the development a company-specific business architecture meta model. two directions of existing work provide partial solutions: (1) generic (meta) modeling methods and (2) business architecture meta models and languages. we argue that these two approaches complement each other and should be applied in an integrated way. the goal of this contribution is to propose such an integrated approach to business architecture engineering. the development of this approach follows the design research process and is based on experiences gained in three industrial business architecture engineering projects.concern-oriented business architecture engineering','Software security engineering'
'the evolution of software engineering methodology, from waterfall to spiral, from spiral to agile, indicates that high concurrency, iterative development and short cycles are key factors for effective software engineering. it is widely accepted that supporting (i.e., formalizing controlling, automating and optimizing) concurrent engineering processes is needed to increase predictability of cost, quality and development time. unfortunately, current systems (e.g., workflows, software configuration management) are too simple and deterministic; they do not include real support for concurrent engineering. we claim this shortcoming is one of the major reasons why current workflow and process support do not significantly help in the support of software engineering. in this paper we present the celine system, which extends workflows with the definition of high-level executable description of concurrent engineering and therefore contributes to provide effective control over cost, quality and development time.concurrent engineering support in software engineering','Software security engineering'
'software systems bridge the gap between information processing needs and available computer hardware. as system requirements grow in complexity and hardware evolves, the gap does not necessarily widen, but it certainly changes. although today\'s applications require concurrency and today\'s hardware provides concurrency, programming languages remain predominantly sequential. concurrent programming is considered too difficult and too risky to be practiced by \"ordinary programmers\". however, software engineering is moving towards a paradigm shift, following which concurrency will play a more fundamental role in programming languages. we discuss some of the implications of the shift towards process-oriented programming. we outline some of the features of our own process-oriented language. finally, we review the potential impact on software engineering and on software development processes.concurrent software engineering','Software security engineering'
'aspects of software engineering environments are discussed, namely motivations, life cycle models, concepts, methods, description means and tools. some general conclusions about these aspects as well as about the area of software engineering environments are drawn. the paper is based on a study of selected software engineering environments.conspectus of software engineering environments','Software security engineering'
'context-aware web services are identified as an important technology to support new applications on the future internet. context information has several qualities that make the development of these services challenging, compared to conventional, web services. therefore, sound software engineering practices are needed during their development and execution. this article discusses a novel software engineering-based approach, which leverages the benefits of model-driven architecture, aspect-oriented modeling, and formal model checking, for modeling and verifying context-aware services. the approach is explored using a real-world case study in intelligent transport. an evaluation framework is established to validate the main methods and tools employed.context-aware services engineering','Software security engineering'
'in this talk i will discuss our experience with one particular development methodology for security related software. i will describe the general principles it follows, the tools used, and the resources needed. then i will offer some opinions on why this approach is effective and practical for achieving even moderate levels of security. when the goal is a very high level security, i will explain why i believe that at least the general principles, if not the specific details, are probably essential.cost effective software engineering for security','Software security engineering'
'secure, distributed collaboration between different organizations is a key challenge in grid computing today. the gdcd project has produced a grid-based demonstrator virtual collaborative facility (vcf) for the european space agency. the purpose of this work is to show the potential of grid technology to support fully distributed concurrent design, while addressing practical considerations including network security, interoperability, and integration of legacy applications. the vcf allows domain engineers to use the concurrent design methodology in a distributed fashion to perform studies for future space missions. to demonstrate the interoperability and integration capabilities of grid computing in concurrent design, we developed prototype vcf components based on esa\'s current excel-based concurrent design facility (a non-distributed environment), using a step-compliant database that stores design parameters. the database was exposed as a secure gria 5.1 grid service, whilst a .net/wse3.0-based library was developed to enable secure communication between the excel client and step database.cross-middleware interoperability in distributed concurrent engineering','Software security engineering'
'as requirements change, database administrators come under pressure to change the schema which is a description of the database structure. although writing a new schema is a relatively easy job and transforming the database to match the schema can be accomplished with a modest effort, transforming the numerous programs which operate on the database often requires enormous effort. this interim report describes previous research, defines the problem and proposes a framework for research on the automatic conversion of database programs to match the schema transformations. the approach is based on a precise description of the data structures, integrity constraints, and permissible operations. this work will help designers of manual and computer aided conversion facilities, database administrators who are considering conversions and developers of future database management systems, which will have ease of conversion as a design goal.database program conversion','Software security engineering'
'database reverse engineering','Software security engineering'
'determining whether a software architecture meets its security requirements is an early step in assuring the security of the products developed from the architecture. in this paper, we propose a tool-based technique using an authorization scheme to analyze the security of software architectures. such technique will serve as debugging support for software architectures to identify the portion in the software architecture that fails to meet the required level. security is analyzed in terms of its aggregate attributes: availability, confidentiality, and integrity. in this paper, we address confidentiality and show that integrity is measured in a complementary manner to confidentiality. a scenario based approach is taken to analyze security in a software architecture. our work is implemented in the osate environment and analyzes software architectures modeled using aadl (architecture analysis and design language).debugging support for security properties of software architectures','Software security engineering'
'the structures designed by gehry partners seem impossible to build-and they might be, were it not for technologists like shelden.dennis shelden','Software security engineering'
'derivational software engineering','Software security engineering'
'design and analysis in software engineering','Software security engineering'
'value creation increasingly relies on the bundling of physical products and services from different providers in networks such as supply chains. the complexity that arises from this cooperation is of utmost importance for management since the provision of an undisturbed flow of information affects the performance of the whole network. in this paper we develop a method for the analysis and design of information and communication structures. building on the design science research framework and using an exemplary case, we show how coordination complexity can be analyzed and measured. the results are combined with theoretical concepts from management cybernetics and create the foundation for the constructed method.designing ic structures by variety engineering','Software security engineering'
'&lt;u&gt;background.&lt;/u&gt; even though the amount of researches related to the behavior of software development teams has significantly increased in recent years, researches focusing on motivation as an alternative to lead software projects to success are still rare. &lt;u&gt;objective/method:&lt;/u&gt; this article describes a survey conducted to identify the relative importance of some factors that affect the motivation of software engineers at work. the conceptual underpinnings of human motivation used in the research are the expectancy theory and the motivation-hygiene theory. &lt;u&gt;results/conclusion:&lt;/u&gt; in the study, a cross-sectional survey was conducted involving 176 software engineers employed at 20 software firms from the state of pernambuco, brazil. data collected with the survey revealed not only the order in which the set of motivators influences the software engineers\' motivation and other peripheral findings, but also served as a basis to design three motivation strategies for software engineering teams.designing motivation strategies for software engineering teams','Software security engineering'
'in the past 40 years, software engineering has emerged as an important sub-field of computer science. the quality and productivity of software have been improved and the cost and risk of software development been decreased due to the contributions made in this sub-field. the software engineering community needs to invest much more efforts to cope with the drastically increasing demands on the information technology as well as the extremely open and dynamic nature of the internet. the history of software engineering is reviewed with emphasis on the driving forces of software and the milestones of software engineering development. the history of software engineering in china is reviewed with emphasis on the relationship between software engineering and the software industry. based on the above reviews, we argue that software engineering should become an independent discipline along with computer science and co-operative efforts from academia, governments and industries should be needed for the harmonious development of software engineering. some results are presented based on china\'s experience of developing software engineering under this model.development of software engineering','Software security engineering'
'application-level protocol specifications are useful for many security applications, including intrusion prevention and detection that performs deep packet inspection and traffic normalization, and penetration testing that generates network inputs to an application to uncover potential vulnerabilities. however, current practice in deriving protocol specifications is mostly manual. in this paper, we present discoverer, a tool for automatically reverse engineering the protocol message formats of an application from its network trace. a key property of discoverer is that it operates in a protocol-independent fashion by inferring protocol idioms commonly seen in message formats of many application-level protocols. we evaluated the efficacy of discoverer over one text protocol (http) and two binary protocols (rpc and cifs/smb) by comparing our inferred formats with true formats obtained from ethereal [5]. for all three protocols, more than 90\% of our inferred formats correspond to exactly one true format; one true format is reflected in five inferred formats on average; our inferred formats cover over 95\% of messages, which belong to 30-40\% of true formats observed in the trace.discoverer','Software security engineering'
'distributed open interworking in software engineering environments','Software security engineering'
'distributed software engineering','Software security engineering'
' one of the goals of software engineering research is to achieve generality: are the phenomena found in a few projects reflective of others? will a technique perform as well on projects other than the projects it is evaluated on? while it is common sense to select a sample that is representative of a population, the importance of diversity is often overlooked, yet as important. in this paper, we combine ideas from representativeness and diversity and introduce a measure called sample coverage, defined as the percentage of projects in a population that are similar to the given sample. we introduce algorithms to compute the sample coverage for a given set of projects and to select the projects that increase the coverage the most. we demonstrate our technique on research presented over the span of two years at icse and fse with respect to a population of 20,000 active open source projects monitored by ohloh.net. knowing the coverage of a sample enhances our ability to reason about the findings of a study. furthermore, we propose reporting guidelines for research: in addition to coverage scores, papers should discuss the target population of the research (universe) and dimensions that potentially can influence the outcomes of a research (space). diversity in software engineering research','Software security engineering'
'documentation and computer security','Software security engineering'
'variable data printing solutions provide means to generate documents whose content varies according to some criteria. since the early mail merge-like applications that generated letters with destination data taken from databases, different languages and frameworks have been developed with increasing levels of sophistication. current tools allow the generation of highly customized documents that are variable not only in content, but also in layout. however, most frameworks are technology-oriented, and their use requires high skills in implementation-related tools (xml, xpath, and others), which do not include support for domain-related tasks like identification of document content variability. in this paper, we introduce dplfw, a framework for variable content document generation based on software product line engineering principles. it is an implementation of the document product lines (dpl) approach, which was defined with the aim of supporting variable content document generation from a domain-oriented point of view. dpl models document content variability in terms of features, and product line-like processes support the generation of documents. we define the dplfw architecture, and illustrate its use in the definition of variable-content emergency plans.dplfw','Software security engineering'
'e-commerce and security','Software security engineering'
'novel types of malware on mobile devices have raised researchers interest in implementing static and dynamic techniques for detecting and mitigating malicious behavior of mobile applications. in this hands-on tutorial we will demonstrate and explain different techniques for instrumenting android applications using the aspect bench compiler (abc) and the program analysis and transformation tool soot. through high-level abstractions such as aspectj aspects and tracematches, abc supports a declarative style of instrumentation that lends itself to the rapid prototyping of at least simple instrumentation schemes. soot supports instrumentation in an imperative style, which requires more work but allows more fine-grained control. both abc and soot are inter operable, as they instrument the same intermediate program representation. furthermore, as we show, both can be easily integrated with static program analyses that can be used to specialize instrumentation schemes based on additional information extracted from the static structure of the instrumented app.easily instrumenting android applications for security purposes','Software security engineering'
'failures in systems closely correlate to shortcomings in the system\'s requirements. some historic data suggests that requirements are responsible for nearly half of all system development failures. this is especially true for critical systems that are real-time and embedded. expectations for fault tolerance, graceful degradation, degraded performance modes, and temporal challenges (latency and synchronization) fail to be fully satisfied by common practice. this tutorial discusses shortcomings in current practices, and provides guidance for enhanced practices that address historic shortcomings, and provide an approach to weighing tradeoffs associated with ambitious goals and realistic limits. it clarifies terminology to facilitate a clearer focus on underlying concepts. in addition, it specifically addresses the issue of stakeholder acceptability, allowing trade-offs of various system qualities to determine overall system acceptance. the tutorial does not describe in detail any specific techniques. rather, it describes the ways that requirements need to be handled to maximize the likelihood of success.effective requirements engineering','Software security engineering'
'e-health is a health care system which is supported by electronic process and communication. the information that is kept in the system must be accurate. in case of false information, it may cause harm to human life. so this system needs more security to protect the credential information. e-health system is the most security sensitive process handled electronically. the highest achievable security is never too much for an e-health system. so when system is being built, tasks such as security requirements elicitation, specification and validation are essential to assure the quality of the resulting secure e-health system. by considering the security requirements as functional requirements in the requirement phase, the completeness of security requirements for e-health system can be developed. in this paper we propose model oriented security requirements engineering (mosre) framework in the early phases of e-health system development, to identify assets, threats and vulnerabilities. this helps in standardizing the security requirements for secure e-health system without any security issues.elicitation of security requirements for e-health system by applying model oriented security requirements engineering (mosre) framework','Software security engineering'
'declarative policies play a central role in many modern software systems. engineering policies and their interactions with programs raises many interesting open questions.embracing policy engineering','Software security engineering'
'encapsulating rules of prudent security engineering (transcript of discussion)','Software security engineering'
'in practice, security of computer systems is compromised most often not by breaking dedicated mechanisms (such as security protocols), but by exploiting vulnerabilities in the way they are employed. towards a solution of this problem we aim to encapsulate rules of prudent security engineering in sucha way that a system specification formulated in (a formal core of) the unified modeling language (uml, the industrystandard in object-oriented modelling) can be evaluated wrt. these rules, violations be indicated and suggestions for modifications be derived.encapsulating rules of prudent security engineering','Software security engineering'
'knowledge from software engineering research often does not make it to practice. a reason for this is the not applicable here (nah) syndrome -- practitioners often feel that the methods being proposed, and maybe even evaluated in controlled studies, are not applicable to their situation. another reason is that often there is lack of wide spread experimentation and empirical validation, casting doubts on the applicability of the new knowledge. this talk will argue that we need to engage with practitioners in a more meaningful manner by having them do research and answer some questions that are relevant to them, rather than just provide data to researchers with minimal use of that data for themselves. this understanding achieved through research by practitioners may sometimes be applicable in a limited context, but can help software engineering researchers build more general models and approaches. if we can get the practitioners to participate in research while continuing their practice, we have \"crowd researching\" which can potentially provide benefits similar to crowd sourcing for information. we will discuss some examples of the types of questions that practitioners can do research on, while continuing their practice.engaging practitioners in software engineering research','Software security engineering'
'engineering a hard real-time system','Software security engineering'
'this paper describes a research project to engineer a security kernel for multics, a general-purpose, remotely accessed, multiuser computer system. the goals are to identify the minimum mechanism that must be correct to guarantee computer enforcement of desired constraints on information access, to simplify the structure of that minimum mechanism to make verification of correctness by auditing possible, and to demonstrate by test implementation that the security kernel so developed is capable of supporting the functionality of multics completely and efficiently. the paper presents the overall viewpoint and plan for the project and discusses initial strategies being employed to define and structure the security kernel.engineering a security kernel for multics','Software security engineering'
'graphical user interfaces used to be static, graphically representing one software state after the other. however, animated transitions between these static states are an integral part in modern user interfaces and processes for both their design and implementation remain a challenge for designers and developers. this paper proposes a petri net model-based approach to support the design, implementation and validation of animated user interfaces by providing a complete and unambiguous description of the entire user interface including animations. a process for designing interactive systems focusing on animations is presented, along with a framework for the definition and implementation of animation in user interfaces. the framework proposes a two levels approach for defining a high-level view of an animation (focusing on animated objects, their properties to be animated and on the composition of animations) and a low-level one dealing with detailed aspects of animations such as timing and optimization. a case study (in the domain of interactive television) elaborating the application of the presented process and framework exemplifies the contribution.engineering animations in user interfaces','Software security engineering'
'burstsort is a trie-based string sorting algorithm that distributes strings into small buckets whose contents are then sorted in cache. this approach has earlier been demonstrated to be efficient on modern cache-based processors [sinha & zobel, jea 2004]. in this article, we introduce improvements that reduce by a significant margin the memory requirement of burstsort: it is now less than 1&percnt; greater than an in-place algorithm. these techniques can be applied to existing variants of burstsort, as well as other string algorithms such as for string management. we redesigned the buckets, introducing sub-buckets and an index structure for them, which resulted in an order-of-magnitude space reduction. we also show the practicality of moving some fields from the trie nodes to the insertion point (for the next string pointer) in the bucket; this technique reduces memory usage of the trie nodes by one-third. importantly, the trade-off for the reduction in memory use is only a very slight increase in the running time of burstsort on real-world string collections. in addition, during the bucket-sorting phase, the string suffixes are copied to a small buffer to improve their spatial locality, lowering the running time of burstsort by up to 30&percnt;. these memory usage enhancements have enabled the copy-based approach [sinha et al., jea 2006] to also reduce the memory usage with negligible impact on speed.engineering burstsort','Software security engineering'
'distributed systems now encounter extreme heterogeneity in the form of diverse devices, network types etc., and also need to dynamically adapt to changing environmental conditions. self-adaptive middleware is ideally situated to address these challenges. however, developing such software is a complex task. in this paper, we present the gridkit self approach to the engineering of reflective middleware; this embraces state of the art software engineering practices, and flexible dynamic adaptation mechanisms to better support system developers. domain specific frameworks are modeled and developed to enhance configurability and reconfigurability. we evaluate this approach using case studies in the domains of service discovery and network overlays. these demonstrate the benefits of the approach in terms of aiding and simplifying the process of creating self-configuring and self-adaptive software.engineering complex adaptations in highly heterogeneous distributed systems','Software security engineering'
